genome_ID	output_type
MGYG-HGUT-01703	secondary
MGYG-HGUT-01704	primary
MGYG-HGUT-01705	primary
MGYG-HGUT-01706	secondary
MGYG-HGUT-01707	secondary
MGYG-HGUT-01708	primary
MGYG-HGUT-01709	secondary
MGYG-HGUT-01710	primary
MGYG-HGUT-01711	primary
MGYG-HGUT-01712	primary
MGYG-HGUT-01713	secondary
MGYG-HGUT-01714	primary
MGYG-HGUT-01715	secondary
MGYG-HGUT-01716	primary
MGYG-HGUT-01717	primary
MGYG-HGUT-01718	primary
MGYG-HGUT-01719	secondary
MGYG-HGUT-01720	primary
MGYG-HGUT-01721	absent
MGYG-HGUT-01722	secondary
MGYG-HGUT-01723	secondary
MGYG-HGUT-01724	absent
MGYG-HGUT-01725	secondary
MGYG-HGUT-01726	secondary
MGYG-HGUT-01727	secondary
MGYG-HGUT-01728	secondary
MGYG-HGUT-01729	primary
MGYG-HGUT-01730	primary
MGYG-HGUT-01731	primary
MGYG-HGUT-01732	secondary
MGYG-HGUT-01733	primary
MGYG-HGUT-01734	primary
MGYG-HGUT-01735	secondary
MGYG-HGUT-01736	primary
MGYG-HGUT-01737	secondary
MGYG-HGUT-01738	secondary
MGYG-HGUT-01739	absent
MGYG-HGUT-01740	secondary
MGYG-HGUT-01741	primary
MGYG-HGUT-01742	primary
MGYG-HGUT-01743	absent
MGYG-HGUT-01744	primary
MGYG-HGUT-01745	secondary
MGYG-HGUT-01746	absent
MGYG-HGUT-01747	secondary
MGYG-HGUT-01748	primary
MGYG-HGUT-01749	secondary
MGYG-HGUT-01750	primary
MGYG-HGUT-01751	absent
MGYG-HGUT-01752	absent
MGYG-HGUT-01753	primary
MGYG-HGUT-01754	primary
MGYG-HGUT-01755	absent
MGYG-HGUT-01756	secondary
MGYG-HGUT-01757	secondary
MGYG-HGUT-01758	primary
MGYG-HGUT-01759	secondary
MGYG-HGUT-01760	primary
MGYG-HGUT-01761	primary
MGYG-HGUT-01762	primary
MGYG-HGUT-01763	primary
MGYG-HGUT-01764	secondary
MGYG-HGUT-01765	secondary
MGYG-HGUT-01766	secondary
MGYG-HGUT-01767	primary
MGYG-HGUT-01768	secondary
MGYG-HGUT-01769	secondary
MGYG-HGUT-01770	primary
MGYG-HGUT-01771	primary
MGYG-HGUT-01772	primary
MGYG-HGUT-01773	absent
MGYG-HGUT-01774	primary
MGYG-HGUT-01775	secondary
MGYG-HGUT-01776	absent
MGYG-HGUT-01777	secondary
MGYG-HGUT-01778	primary
MGYG-HGUT-01779	secondary
MGYG-HGUT-01780	primary
MGYG-HGUT-01781	primary
MGYG-HGUT-01782	secondary
MGYG-HGUT-01783	primary
MGYG-HGUT-01784	primary
MGYG-HGUT-01785	secondary
MGYG-HGUT-01786	absent
MGYG-HGUT-01787	primary
MGYG-HGUT-01788	primary
MGYG-HGUT-01789	primary
MGYG-HGUT-01790	secondary
MGYG-HGUT-01791	secondary
MGYG-HGUT-01792	secondary
MGYG-HGUT-01793	secondary
MGYG-HGUT-01794	absent
MGYG-HGUT-01795	secondary
MGYG-HGUT-01796	absent
MGYG-HGUT-01797	secondary
MGYG-HGUT-01798	secondary
MGYG-HGUT-01799	secondary
MGYG-HGUT-01800	secondary
MGYG-HGUT-01801	absent
MGYG-HGUT-01802	primary
MGYG-HGUT-01803	secondary
MGYG-HGUT-01804	primary
MGYG-HGUT-01805	secondary
MGYG-HGUT-01806	primary
MGYG-HGUT-01807	primary
MGYG-HGUT-01808	absent
MGYG-HGUT-01809	primary
MGYG-HGUT-01810	secondary
MGYG-HGUT-01811	absent
MGYG-HGUT-01812	secondary
MGYG-HGUT-01813	absent
MGYG-HGUT-01814	primary
MGYG-HGUT-01815	secondary
MGYG-HGUT-01816	secondary
MGYG-HGUT-01817	secondary
MGYG-HGUT-01818	absent
MGYG-HGUT-01819	primary
MGYG-HGUT-01820	primary
MGYG-HGUT-01821	primary
MGYG-HGUT-01822	secondary
MGYG-HGUT-01823	primary
MGYG-HGUT-01824	primary
MGYG-HGUT-01825	absent
MGYG-HGUT-01826	primary
MGYG-HGUT-01827	primary
MGYG-HGUT-01828	secondary
MGYG-HGUT-01829	primary
MGYG-HGUT-01830	primary
MGYG-HGUT-01831	secondary
MGYG-HGUT-01832	absent
MGYG-HGUT-01833	secondary
MGYG-HGUT-01834	absent
MGYG-HGUT-01835	primary
MGYG-HGUT-01836	absent
MGYG-HGUT-01837	secondary
MGYG-HGUT-01838	secondary
MGYG-HGUT-01839	secondary
MGYG-HGUT-01840	absent
MGYG-HGUT-01841	primary
MGYG-HGUT-01842	primary
MGYG-HGUT-01843	secondary
MGYG-HGUT-01844	secondary
MGYG-HGUT-01845	absent
MGYG-HGUT-01846	secondary
MGYG-HGUT-01847	secondary
MGYG-HGUT-01848	secondary
MGYG-HGUT-01849	absent
MGYG-HGUT-01850	secondary
MGYG-HGUT-01851	absent
MGYG-HGUT-01852	secondary
MGYG-HGUT-01853	absent
MGYG-HGUT-01854	secondary
MGYG-HGUT-01855	secondary
MGYG-HGUT-01856	secondary
MGYG-HGUT-01857	secondary
MGYG-HGUT-01858	secondary
MGYG-HGUT-01859	secondary
MGYG-HGUT-01860	secondary
MGYG-HGUT-01861	absent
MGYG-HGUT-01862	primary
MGYG-HGUT-01863	absent
MGYG-HGUT-01864	secondary
MGYG-HGUT-01865	secondary
MGYG-HGUT-01866	primary
MGYG-HGUT-01867	secondary
MGYG-HGUT-01868	secondary
MGYG-HGUT-01869	secondary
MGYG-HGUT-01870	primary
MGYG-HGUT-01871	secondary
MGYG-HGUT-01872	primary
MGYG-HGUT-01873	secondary
MGYG-HGUT-01874	secondary
MGYG-HGUT-01875	secondary
MGYG-HGUT-01876	primary
MGYG-HGUT-01877	primary
MGYG-HGUT-01878	primary
MGYG-HGUT-01879	secondary
MGYG-HGUT-01880	absent
MGYG-HGUT-01881	secondary
MGYG-HGUT-01882	primary
MGYG-HGUT-01883	absent
MGYG-HGUT-01884	absent
MGYG-HGUT-01885	secondary
MGYG-HGUT-01886	primary
MGYG-HGUT-01887	secondary
MGYG-HGUT-01888	absent
MGYG-HGUT-01889	secondary
MGYG-HGUT-01890	secondary
MGYG-HGUT-01891	primary
MGYG-HGUT-01892	erroneous
MGYG-HGUT-01893	primary
MGYG-HGUT-01894	secondary
MGYG-HGUT-01895	secondary
MGYG-HGUT-01896	secondary
MGYG-HGUT-01897	absent
MGYG-HGUT-01898	primary
MGYG-HGUT-01899	secondary
MGYG-HGUT-01900	primary
MGYG-HGUT-01901	primary
MGYG-HGUT-01902	secondary
MGYG-HGUT-01903	absent
MGYG-HGUT-01904	absent
MGYG-HGUT-01905	secondary
MGYG-HGUT-01906	secondary
MGYG-HGUT-01907	absent
MGYG-HGUT-01908	secondary
MGYG-HGUT-01909	secondary
MGYG-HGUT-01910	primary
MGYG-HGUT-01911	secondary
MGYG-HGUT-01912	secondary
MGYG-HGUT-01913	secondary
MGYG-HGUT-01914	absent
MGYG-HGUT-01915	absent
MGYG-HGUT-01916	absent
MGYG-HGUT-01917	absent
MGYG-HGUT-01918	primary
MGYG-HGUT-01919	primary
MGYG-HGUT-01920	primary
MGYG-HGUT-01921	secondary
MGYG-HGUT-01922	absent
MGYG-HGUT-01923	primary
MGYG-HGUT-01924	secondary
MGYG-HGUT-01925	primary
MGYG-HGUT-01926	secondary
MGYG-HGUT-01927	primary
MGYG-HGUT-01928	absent
MGYG-HGUT-01929	secondary
MGYG-HGUT-01930	secondary
MGYG-HGUT-01931	secondary
MGYG-HGUT-01932	secondary
MGYG-HGUT-01933	primary
MGYG-HGUT-01934	secondary
MGYG-HGUT-01935	secondary
MGYG-HGUT-01936	secondary
MGYG-HGUT-01937	secondary
MGYG-HGUT-01938	primary
MGYG-HGUT-01939	secondary
MGYG-HGUT-01940	secondary
MGYG-HGUT-01941	absent
MGYG-HGUT-01942	absent
MGYG-HGUT-01943	secondary
MGYG-HGUT-01944	secondary
MGYG-HGUT-01945	absent
MGYG-HGUT-01946	absent
MGYG-HGUT-01947	primary
MGYG-HGUT-01948	secondary
MGYG-HGUT-01949	secondary
MGYG-HGUT-01950	secondary
MGYG-HGUT-01951	secondary
MGYG-HGUT-01952	primary
MGYG-HGUT-01953	secondary
MGYG-HGUT-01954	primary
MGYG-HGUT-01955	secondary
MGYG-HGUT-01956	secondary
MGYG-HGUT-01957	primary
MGYG-HGUT-01958	secondary
MGYG-HGUT-01959	absent
MGYG-HGUT-01960	secondary
MGYG-HGUT-01961	secondary
MGYG-HGUT-01962	absent
MGYG-HGUT-01963	primary
MGYG-HGUT-01964	secondary
MGYG-HGUT-01965	secondary
MGYG-HGUT-01966	absent
MGYG-HGUT-01967	absent
MGYG-HGUT-01968	absent
MGYG-HGUT-01969	primary
MGYG-HGUT-01970	secondary
MGYG-HGUT-01971	primary
MGYG-HGUT-01972	primary
MGYG-HGUT-01973	secondary
MGYG-HGUT-01974	absent
MGYG-HGUT-01975	primary
MGYG-HGUT-01976	secondary
MGYG-HGUT-01977	primary
MGYG-HGUT-01978	primary
MGYG-HGUT-01979	absent
MGYG-HGUT-01980	primary
MGYG-HGUT-01981	primary
MGYG-HGUT-01982	primary
MGYG-HGUT-01983	primary
MGYG-HGUT-01984	secondary
MGYG-HGUT-01985	secondary
MGYG-HGUT-01986	primary
MGYG-HGUT-01987	secondary
MGYG-HGUT-01988	secondary
MGYG-HGUT-01989	absent
MGYG-HGUT-01990	absent
MGYG-HGUT-01991	secondary
MGYG-HGUT-01992	absent
MGYG-HGUT-01993	primary
MGYG-HGUT-01994	primary
MGYG-HGUT-01995	secondary
MGYG-HGUT-01996	primary
MGYG-HGUT-01997	secondary
MGYG-HGUT-01998	primary
MGYG-HGUT-01999	primary
MGYG-HGUT-02000	absent
MGYG-HGUT-02001	secondary
MGYG-HGUT-02002	absent
MGYG-HGUT-02003	primary
MGYG-HGUT-02004	secondary
MGYG-HGUT-02005	secondary
MGYG-HGUT-02006	primary
MGYG-HGUT-02007	primary
MGYG-HGUT-02008	secondary
MGYG-HGUT-02009	absent
MGYG-HGUT-02010	secondary
MGYG-HGUT-02011	primary
MGYG-HGUT-02012	secondary
MGYG-HGUT-02013	primary
MGYG-HGUT-02014	primary
MGYG-HGUT-02015	primary
MGYG-HGUT-02016	primary
MGYG-HGUT-02017	primary
MGYG-HGUT-02018	secondary
MGYG-HGUT-02019	secondary
MGYG-HGUT-02020	primary
MGYG-HGUT-02021	absent
MGYG-HGUT-02022	secondary
MGYG-HGUT-02023	secondary
MGYG-HGUT-02024	absent
MGYG-HGUT-02025	absent
MGYG-HGUT-02026	secondary
MGYG-HGUT-02027	absent
MGYG-HGUT-02028	primary
MGYG-HGUT-02029	secondary
MGYG-HGUT-02030	absent
MGYG-HGUT-02031	secondary
MGYG-HGUT-02032	primary
MGYG-HGUT-02033	primary
MGYG-HGUT-02034	primary
MGYG-HGUT-02035	primary
MGYG-HGUT-02036	absent
MGYG-HGUT-02037	primary
MGYG-HGUT-02038	secondary
MGYG-HGUT-02039	absent
MGYG-HGUT-02040	primary
MGYG-HGUT-02041	primary
MGYG-HGUT-02042	primary
MGYG-HGUT-02043	primary
MGYG-HGUT-02044	absent
MGYG-HGUT-02045	primary
MGYG-HGUT-02046	absent
MGYG-HGUT-02047	secondary
MGYG-HGUT-02048	primary
MGYG-HGUT-02049	primary
MGYG-HGUT-02050	primary
MGYG-HGUT-02051	primary
MGYG-HGUT-02052	primary
MGYG-HGUT-02053	primary
MGYG-HGUT-02054	primary
MGYG-HGUT-02055	primary
MGYG-HGUT-02056	secondary
MGYG-HGUT-02057	primary
MGYG-HGUT-02058	primary
MGYG-HGUT-02059	secondary
MGYG-HGUT-02060	primary
MGYG-HGUT-02061	secondary
MGYG-HGUT-02062	secondary
MGYG-HGUT-02063	primary
MGYG-HGUT-02064	secondary
MGYG-HGUT-02065	primary
MGYG-HGUT-02066	absent
MGYG-HGUT-02067	secondary
MGYG-HGUT-02068	primary
MGYG-HGUT-02069	primary
MGYG-HGUT-02070	secondary
MGYG-HGUT-02071	secondary
MGYG-HGUT-02072	primary
MGYG-HGUT-02073	primary
MGYG-HGUT-02074	secondary
MGYG-HGUT-02075	secondary
MGYG-HGUT-02076	primary
MGYG-HGUT-02077	secondary
MGYG-HGUT-02078	absent
MGYG-HGUT-02079	secondary
MGYG-HGUT-02080	primary
MGYG-HGUT-02081	primary
MGYG-HGUT-02082	primary
MGYG-HGUT-02083	primary
MGYG-HGUT-02084	absent
MGYG-HGUT-02085	primary
MGYG-HGUT-02086	secondary
MGYG-HGUT-02087	primary
MGYG-HGUT-02088	primary
MGYG-HGUT-02089	absent
MGYG-HGUT-02090	primary
MGYG-HGUT-02091	primary
MGYG-HGUT-02092	secondary
MGYG-HGUT-02093	secondary
MGYG-HGUT-02094	primary
MGYG-HGUT-02095	primary
MGYG-HGUT-02096	primary
MGYG-HGUT-02097	primary
MGYG-HGUT-02098	primary
MGYG-HGUT-02099	primary
MGYG-HGUT-02100	primary
MGYG-HGUT-02101	primary
MGYG-HGUT-02102	secondary
MGYG-HGUT-02103	secondary
MGYG-HGUT-02104	primary
MGYG-HGUT-02105	primary
MGYG-HGUT-02106	secondary
MGYG-HGUT-02107	primary
MGYG-HGUT-02108	primary
MGYG-HGUT-02109	primary
MGYG-HGUT-02110	primary
MGYG-HGUT-02111	primary
MGYG-HGUT-02112	primary
MGYG-HGUT-02113	secondary
MGYG-HGUT-02114	secondary
MGYG-HGUT-02115	primary
MGYG-HGUT-02116	secondary
MGYG-HGUT-02117	primary
MGYG-HGUT-02118	secondary
MGYG-HGUT-02119	secondary
MGYG-HGUT-02120	primary
MGYG-HGUT-02121	primary
MGYG-HGUT-02122	primary
MGYG-HGUT-02123	secondary
MGYG-HGUT-02124	primary
MGYG-HGUT-02125	secondary
MGYG-HGUT-02126	primary
MGYG-HGUT-02127	absent
MGYG-HGUT-02128	secondary
MGYG-HGUT-02129	primary
MGYG-HGUT-02130	primary
MGYG-HGUT-02131	primary
MGYG-HGUT-02132	secondary
MGYG-HGUT-02133	primary
MGYG-HGUT-02134	primary
MGYG-HGUT-02135	secondary
MGYG-HGUT-02136	primary
MGYG-HGUT-02137	secondary
MGYG-HGUT-02138	absent
MGYG-HGUT-02139	absent
MGYG-HGUT-02140	secondary
MGYG-HGUT-02141	secondary
MGYG-HGUT-02142	primary
MGYG-HGUT-02143	primary
MGYG-HGUT-02144	primary
MGYG-HGUT-02145	primary
MGYG-HGUT-02146	secondary
MGYG-HGUT-02147	absent
MGYG-HGUT-02148	primary
MGYG-HGUT-02149	primary
MGYG-HGUT-02150	primary
MGYG-HGUT-02151	secondary
MGYG-HGUT-02152	primary
MGYG-HGUT-02153	secondary
MGYG-HGUT-02154	primary
MGYG-HGUT-02155	primary
MGYG-HGUT-02156	primary
MGYG-HGUT-02157	secondary
MGYG-HGUT-02158	primary
MGYG-HGUT-02159	secondary
MGYG-HGUT-02160	secondary
MGYG-HGUT-02161	secondary
MGYG-HGUT-02162	secondary
MGYG-HGUT-02163	secondary
MGYG-HGUT-02164	secondary
MGYG-HGUT-02165	secondary
MGYG-HGUT-02166	absent
MGYG-HGUT-02167	absent
MGYG-HGUT-02168	primary
MGYG-HGUT-02169	absent
MGYG-HGUT-02170	primary
MGYG-HGUT-02171	primary
MGYG-HGUT-02172	absent
MGYG-HGUT-02173	absent
MGYG-HGUT-02174	absent
MGYG-HGUT-02175	absent
MGYG-HGUT-02176	primary
MGYG-HGUT-02177	absent
MGYG-HGUT-02178	primary
MGYG-HGUT-02179	primary
MGYG-HGUT-02180	absent
MGYG-HGUT-02181	secondary
MGYG-HGUT-02182	absent
MGYG-HGUT-02183	absent
MGYG-HGUT-02184	secondary
MGYG-HGUT-02185	absent
MGYG-HGUT-02186	primary
MGYG-HGUT-02187	secondary
MGYG-HGUT-02188	absent
MGYG-HGUT-02189	secondary
MGYG-HGUT-02190	primary
MGYG-HGUT-02191	absent
MGYG-HGUT-02192	primary
MGYG-HGUT-02193	secondary
MGYG-HGUT-02194	secondary
MGYG-HGUT-02195	secondary
MGYG-HGUT-02196	secondary
MGYG-HGUT-02197	secondary
MGYG-HGUT-02198	secondary
MGYG-HGUT-02199	secondary
MGYG-HGUT-02200	absent
MGYG-HGUT-02201	absent
MGYG-HGUT-02202	primary
MGYG-HGUT-02203	primary
MGYG-HGUT-02204	primary
MGYG-HGUT-02205	primary
MGYG-HGUT-02206	secondary
MGYG-HGUT-02207	absent
MGYG-HGUT-02208	absent
MGYG-HGUT-02209	primary
MGYG-HGUT-02210	secondary
MGYG-HGUT-02211	absent
MGYG-HGUT-02212	primary
MGYG-HGUT-02213	primary
MGYG-HGUT-02214	secondary
MGYG-HGUT-02215	primary
MGYG-HGUT-02216	secondary
MGYG-HGUT-02217	secondary
MGYG-HGUT-02218	primary
MGYG-HGUT-02219	secondary
MGYG-HGUT-02220	absent
MGYG-HGUT-02221	secondary
MGYG-HGUT-02222	absent
MGYG-HGUT-02223	absent
MGYG-HGUT-02224	primary
MGYG-HGUT-02225	secondary
MGYG-HGUT-02226	secondary
MGYG-HGUT-02227	secondary
MGYG-HGUT-02228	secondary
MGYG-HGUT-02229	primary
MGYG-HGUT-02230	secondary
MGYG-HGUT-02231	primary
MGYG-HGUT-02232	secondary
MGYG-HGUT-02233	primary
MGYG-HGUT-02234	primary
MGYG-HGUT-02235	secondary
MGYG-HGUT-02236	secondary
MGYG-HGUT-02237	absent
MGYG-HGUT-02238	primary
MGYG-HGUT-02239	absent
MGYG-HGUT-02240	absent
MGYG-HGUT-02241	absent
MGYG-HGUT-02242	secondary
MGYG-HGUT-02243	absent
MGYG-HGUT-02244	absent
MGYG-HGUT-02245	secondary
MGYG-HGUT-02246	secondary
MGYG-HGUT-02247	secondary
MGYG-HGUT-02248	absent
MGYG-HGUT-02249	absent
MGYG-HGUT-02250	secondary
MGYG-HGUT-02251	absent
MGYG-HGUT-02252	secondary
MGYG-HGUT-02253	absent
MGYG-HGUT-02254	primary
MGYG-HGUT-02255	primary
MGYG-HGUT-02256	primary
MGYG-HGUT-02257	secondary
MGYG-HGUT-02258	secondary
MGYG-HGUT-02259	absent
MGYG-HGUT-02260	secondary
MGYG-HGUT-02261	secondary
MGYG-HGUT-02262	secondary
MGYG-HGUT-02263	secondary
MGYG-HGUT-02264	secondary
MGYG-HGUT-02265	absent
MGYG-HGUT-02266	absent
MGYG-HGUT-02267	primary
MGYG-HGUT-02268	primary
MGYG-HGUT-02269	secondary
MGYG-HGUT-02270	secondary
MGYG-HGUT-02271	primary
MGYG-HGUT-02272	primary
MGYG-HGUT-02273	primary
MGYG-HGUT-02274	primary
MGYG-HGUT-02275	secondary
MGYG-HGUT-02276	secondary
MGYG-HGUT-02277	secondary
MGYG-HGUT-02278	secondary
MGYG-HGUT-02279	primary
MGYG-HGUT-02280	primary
MGYG-HGUT-02281	primary
MGYG-HGUT-02282	primary
MGYG-HGUT-02283	primary
MGYG-HGUT-02284	primary
MGYG-HGUT-02285	secondary
MGYG-HGUT-02286	primary
MGYG-HGUT-02287	secondary
MGYG-HGUT-02288	secondary
MGYG-HGUT-02289	secondary
MGYG-HGUT-02290	primary
MGYG-HGUT-02291	primary
MGYG-HGUT-02292	secondary
MGYG-HGUT-02293	primary
MGYG-HGUT-02294	primary
MGYG-HGUT-02295	secondary
MGYG-HGUT-02296	secondary
MGYG-HGUT-02297	secondary
MGYG-HGUT-02298	primary
MGYG-HGUT-02299	secondary
MGYG-HGUT-02300	primary
MGYG-HGUT-02301	secondary
MGYG-HGUT-02302	secondary
MGYG-HGUT-02303	secondary
MGYG-HGUT-02304	primary
MGYG-HGUT-02305	primary
MGYG-HGUT-02306	secondary
MGYG-HGUT-02307	secondary
MGYG-HGUT-02308	secondary
MGYG-HGUT-02309	secondary
MGYG-HGUT-02310	secondary
MGYG-HGUT-02311	secondary
MGYG-HGUT-02312	primary
MGYG-HGUT-02313	secondary
MGYG-HGUT-02314	secondary
MGYG-HGUT-02315	primary
MGYG-HGUT-02316	primary
MGYG-HGUT-02317	primary
MGYG-HGUT-02318	primary
MGYG-HGUT-02319	secondary
MGYG-HGUT-02320	secondary
MGYG-HGUT-02321	secondary
MGYG-HGUT-02322	primary
MGYG-HGUT-02323	primary
MGYG-HGUT-02324	secondary
MGYG-HGUT-02325	secondary
MGYG-HGUT-02326	secondary
MGYG-HGUT-02327	primary
MGYG-HGUT-02328	primary
MGYG-HGUT-02329	primary
MGYG-HGUT-02330	primary
MGYG-HGUT-02331	primary
MGYG-HGUT-02332	secondary
MGYG-HGUT-02333	secondary
MGYG-HGUT-02334	secondary
MGYG-HGUT-02335	primary
MGYG-HGUT-02336	primary
MGYG-HGUT-02337	secondary
MGYG-HGUT-02338	secondary
MGYG-HGUT-02339	secondary
MGYG-HGUT-02340	secondary
MGYG-HGUT-02341	secondary
MGYG-HGUT-02342	secondary
MGYG-HGUT-02343	secondary
MGYG-HGUT-02344	secondary
MGYG-HGUT-02345	secondary
MGYG-HGUT-02346	secondary
MGYG-HGUT-02347	secondary
MGYG-HGUT-02348	secondary
MGYG-HGUT-02349	secondary
MGYG-HGUT-02350	primary
MGYG-HGUT-02351	primary
MGYG-HGUT-02352	secondary
MGYG-HGUT-02353	secondary
MGYG-HGUT-02354	primary
MGYG-HGUT-02355	primary
MGYG-HGUT-02356	primary
MGYG-HGUT-02357	secondary
MGYG-HGUT-02358	secondary
MGYG-HGUT-02359	secondary
MGYG-HGUT-02360	absent
MGYG-HGUT-02361	absent
MGYG-HGUT-02362	primary
MGYG-HGUT-02363	primary
MGYG-HGUT-02364	secondary
MGYG-HGUT-02365	secondary
MGYG-HGUT-02366	primary
MGYG-HGUT-02367	absent
MGYG-HGUT-02368	secondary
MGYG-HGUT-02369	primary
MGYG-HGUT-02370	primary
MGYG-HGUT-02371	primary
MGYG-HGUT-02372	primary
MGYG-HGUT-02373	secondary
MGYG-HGUT-02374	secondary
MGYG-HGUT-02375	primary
MGYG-HGUT-02376	primary
MGYG-HGUT-02377	primary
MGYG-HGUT-02378	secondary
MGYG-HGUT-02379	secondary
MGYG-HGUT-02380	secondary
MGYG-HGUT-02381	secondary
MGYG-HGUT-02382	secondary
MGYG-HGUT-02383	secondary
MGYG-HGUT-02384	secondary
MGYG-HGUT-02385	primary
MGYG-HGUT-02386	secondary
MGYG-HGUT-02387	absent
MGYG-HGUT-02388	secondary
MGYG-HGUT-02389	primary
MGYG-HGUT-02390	secondary
MGYG-HGUT-02391	primary
MGYG-HGUT-02392	secondary
MGYG-HGUT-02393	primary
MGYG-HGUT-02394	primary
MGYG-HGUT-02395	secondary
MGYG-HGUT-02396	secondary
MGYG-HGUT-02397	secondary
MGYG-HGUT-02398	secondary
MGYG-HGUT-02399	secondary
MGYG-HGUT-02400	secondary
MGYG-HGUT-02401	secondary
MGYG-HGUT-02402	secondary
MGYG-HGUT-02403	primary
MGYG-HGUT-02404	primary
MGYG-HGUT-02405	primary
MGYG-HGUT-02406	secondary
MGYG-HGUT-02407	secondary
MGYG-HGUT-02408	primary
MGYG-HGUT-02409	primary
MGYG-HGUT-02410	primary
MGYG-HGUT-02411	secondary
MGYG-HGUT-02412	primary
MGYG-HGUT-02413	primary
MGYG-HGUT-02414	primary
MGYG-HGUT-02415	primary
MGYG-HGUT-02416	secondary
MGYG-HGUT-02417	primary
MGYG-HGUT-02418	primary
MGYG-HGUT-02419	secondary
MGYG-HGUT-02420	secondary
MGYG-HGUT-02421	primary
MGYG-HGUT-02422	secondary
MGYG-HGUT-02423	primary
MGYG-HGUT-02424	secondary
MGYG-HGUT-02425	secondary
MGYG-HGUT-02426	secondary
MGYG-HGUT-02427	secondary
MGYG-HGUT-02428	secondary
MGYG-HGUT-02429	secondary
MGYG-HGUT-02430	secondary
MGYG-HGUT-02431	secondary
MGYG-HGUT-02432	secondary
MGYG-HGUT-02433	secondary
MGYG-HGUT-02434	secondary
MGYG-HGUT-02435	secondary
MGYG-HGUT-02436	secondary
MGYG-HGUT-02437	primary
MGYG-HGUT-02438	primary
MGYG-HGUT-02439	primary
MGYG-HGUT-02440	secondary
MGYG-HGUT-02441	primary
MGYG-HGUT-02442	primary
MGYG-HGUT-02443	secondary
MGYG-HGUT-02444	primary
MGYG-HGUT-02445	secondary
MGYG-HGUT-02446	secondary
MGYG-HGUT-02447	secondary
MGYG-HGUT-02448	secondary
MGYG-HGUT-02449	primary
MGYG-HGUT-02450	primary
MGYG-HGUT-02451	secondary
MGYG-HGUT-02452	secondary
MGYG-HGUT-02453	secondary
MGYG-HGUT-02454	secondary
MGYG-HGUT-02455	primary
MGYG-HGUT-02456	secondary
MGYG-HGUT-02457	secondary
MGYG-HGUT-02458	primary
MGYG-HGUT-02459	secondary
MGYG-HGUT-02460	primary
MGYG-HGUT-02461	primary
MGYG-HGUT-02462	primary
MGYG-HGUT-02463	secondary
MGYG-HGUT-02464	primary
MGYG-HGUT-02465	primary
MGYG-HGUT-02466	primary
MGYG-HGUT-02467	primary
MGYG-HGUT-02468	secondary
MGYG-HGUT-02469	secondary
MGYG-HGUT-02470	primary
MGYG-HGUT-02471	primary
MGYG-HGUT-02472	secondary
MGYG-HGUT-02473	secondary
MGYG-HGUT-02474	secondary
MGYG-HGUT-02475	primary
MGYG-HGUT-02476	primary
MGYG-HGUT-02477	primary
MGYG-HGUT-02478	primary
MGYG-HGUT-02479	secondary
MGYG-HGUT-02480	secondary
MGYG-HGUT-02481	secondary
MGYG-HGUT-02482	secondary
MGYG-HGUT-02483	primary
MGYG-HGUT-02484	primary
MGYG-HGUT-02485	primary
MGYG-HGUT-02486	primary
MGYG-HGUT-02487	secondary
MGYG-HGUT-02488	primary
MGYG-HGUT-02489	secondary
MGYG-HGUT-02490	secondary
MGYG-HGUT-02491	primary
MGYG-HGUT-02492	secondary
MGYG-HGUT-02493	secondary
MGYG-HGUT-02494	primary
MGYG-HGUT-02495	primary
MGYG-HGUT-02496	primary
MGYG-HGUT-02497	primary
MGYG-HGUT-02498	primary
MGYG-HGUT-02499	primary
MGYG-HGUT-02500	primary
MGYG-HGUT-02501	primary
MGYG-HGUT-02502	primary
MGYG-HGUT-02503	primary
MGYG-HGUT-02504	primary
MGYG-HGUT-02505	secondary
MGYG-HGUT-02506	primary
MGYG-HGUT-02507	primary
MGYG-HGUT-02508	primary
MGYG-HGUT-02509	secondary
MGYG-HGUT-02510	primary
MGYG-HGUT-02511	primary
MGYG-HGUT-02512	primary
MGYG-HGUT-02513	primary
MGYG-HGUT-02514	primary
MGYG-HGUT-02515	primary
MGYG-HGUT-02516	primary
MGYG-HGUT-02517	secondary
MGYG-HGUT-02518	primary
MGYG-HGUT-02519	primary
MGYG-HGUT-02520	primary
MGYG-HGUT-02521	primary
MGYG-HGUT-02522	primary
MGYG-HGUT-02523	secondary
MGYG-HGUT-02524	primary
MGYG-HGUT-02525	primary
MGYG-HGUT-02526	primary
MGYG-HGUT-02527	primary
MGYG-HGUT-02528	secondary
MGYG-HGUT-02529	primary
MGYG-HGUT-02530	secondary
MGYG-HGUT-02531	secondary
MGYG-HGUT-02532	secondary
MGYG-HGUT-02533	primary
MGYG-HGUT-02534	primary
MGYG-HGUT-02535	primary
MGYG-HGUT-02536	secondary
MGYG-HGUT-02537	secondary
MGYG-HGUT-02538	primary
MGYG-HGUT-02539	primary
MGYG-HGUT-02540	primary
MGYG-HGUT-02541	secondary
MGYG-HGUT-02542	secondary
MGYG-HGUT-02543	secondary
MGYG-HGUT-02544	primary
MGYG-HGUT-02545	primary
MGYG-HGUT-02546	secondary
MGYG-HGUT-02547	primary
MGYG-HGUT-02548	secondary
MGYG-HGUT-02549	primary
MGYG-HGUT-02550	secondary
MGYG-HGUT-02551	primary
MGYG-HGUT-02552	secondary
