genome_ID	gene_name
MGYG-HGUT-01332	malY,cysK
MGYG-HGUT-01333	malY,mccA,mccB
MGYG-HGUT-01334	malY,cysK
MGYG-HGUT-01335	malY,cysK
MGYG-HGUT-01336	cysK,mccA,mccB
MGYG-HGUT-01337	malY,cysK,yhaM
MGYG-HGUT-01338	cysK,yhaM
MGYG-HGUT-01339	malY,cysK,yhaM
MGYG-HGUT-01340	mccB
MGYG-HGUT-01341	mccA,mccB
MGYG-HGUT-01342	malY,cysK
MGYG-HGUT-01343	cysM,cysK,aspC,iscS
MGYG-HGUT-01344	cysM,aspC,iscS
MGYG-HGUT-01345	malY,cysK,yhaM
MGYG-HGUT-01346	malY,cysK,yhaM
MGYG-HGUT-01347	malY,cysK,mgl,yhaM
MGYG-HGUT-01348	cysK,mccB
MGYG-HGUT-01349	malY,cysK,yhaM,mccB
MGYG-HGUT-01350	mgl,yhaM,malY,mccB,cysK
MGYG-HGUT-01351	yhaM,malY,iscS,aspC,cysK,tnaA,yhaO,metC
MGYG-HGUT-01352	malY,cysK,yhaM
MGYG-HGUT-01353	cysK,yhaM
MGYG-HGUT-01354	mccB
MGYG-HGUT-01355	cysK,mgl
MGYG-HGUT-01356	cysK,yhaM
MGYG-HGUT-01357	mccA,mccB
MGYG-HGUT-01358	metC
MGYG-HGUT-01359	cysK
MGYG-HGUT-01360	malY,cysK,yhaM
MGYG-HGUT-01361	cysM,malY,iscS,aspC,mccB,cysK,metC
MGYG-HGUT-01362	malY,cysK,mccB
MGYG-HGUT-01363	malY,cysK,mccB
MGYG-HGUT-01364	malY,cysK,yhaM
MGYG-HGUT-01365	malY,cysK,yhaM
MGYG-HGUT-01366	cysK,aspC
MGYG-HGUT-01367	malY,cysK,yhaM
MGYG-HGUT-01368	cysK,yhaM
MGYG-HGUT-01369	cysK,mccA,mccB
MGYG-HGUT-01370	malY,cysK,yhaM
MGYG-HGUT-01371	malY,cysK,mccB
MGYG-HGUT-01372	malY,cysK,yhaM
MGYG-HGUT-01373	malY,cysK,yhaM
MGYG-HGUT-01374	cysK,yhaM
MGYG-HGUT-01375	cysK
MGYG-HGUT-01376	malY,cysK,yhaM
MGYG-HGUT-01377	malY,cysK,yhaM
MGYG-HGUT-01378	malY,cysK,yhaM
MGYG-HGUT-01379	cysK,yhaM
MGYG-HGUT-01380	cysK,yhaM
MGYG-HGUT-01381	cysK,aspC,iscS
MGYG-HGUT-01382	cysK,yhaM
MGYG-HGUT-01383	absent
MGYG-HGUT-01384	cysM,metC,aspC,iscS
MGYG-HGUT-01385	malY,cysK
MGYG-HGUT-01386	malY,cysK,yhaM
MGYG-HGUT-01387	cysK
MGYG-HGUT-01388	malY,cysK,yhaM,mccB
MGYG-HGUT-01389	malY,cysK,yhaM
MGYG-HGUT-01390	malY,cysK,mccA,mccB
MGYG-HGUT-01391	malY,cysK,yhaM
MGYG-HGUT-01392	malY,cysK,mccB
MGYG-HGUT-01393	cysM,mgl,yhaM,malY,iscS,aspC,cysK,yhaO,sseA
MGYG-HGUT-01394	dcyD,cysM,mgl,yhaM,malY,iscS,aspC,mccB,cysK,yhaO,metC,sseA
MGYG-HGUT-01395	malY,cysK,mccB
MGYG-HGUT-01396	malY,cysK,yhaM
MGYG-HGUT-01397	malY,mccB
MGYG-HGUT-01398	malY,cysK,yhaM
MGYG-HGUT-01399	malY,yhaM
MGYG-HGUT-01400	malY,cysK,yhaM,mccB
MGYG-HGUT-01401	yhaM,iscS
MGYG-HGUT-01402	malY,cysK,yhaM
MGYG-HGUT-01403	malY,cysK,mccA,mccB
MGYG-HGUT-01404	malY,cysK,mccB
MGYG-HGUT-01405	mgl,malY,mccB,cysK,mccA
MGYG-HGUT-01406	malY,cysK,mccB
MGYG-HGUT-01407	malY,cysK,mgl,yhaM
MGYG-HGUT-01408	cysK,mccB
MGYG-HGUT-01409	cysK
MGYG-HGUT-01410	cysK,metC,aspC,iscS
MGYG-HGUT-01411	cysK
MGYG-HGUT-01412	malY,cysK,mccA,mccB
MGYG-HGUT-01413	cysK,yhaM
MGYG-HGUT-01414	malY,yhaM
MGYG-HGUT-01415	malY,yhaM
MGYG-HGUT-01416	cysK,mccB
MGYG-HGUT-01417	cysM,metC,aspC,iscS
MGYG-HGUT-01418	mccB
MGYG-HGUT-01419	cysK
MGYG-HGUT-01420	malY,cysK,yhaM
MGYG-HGUT-01421	malY,yhaM
MGYG-HGUT-01422	malY,cysK,yhaM
MGYG-HGUT-01423	cysK,yhaM
MGYG-HGUT-01424	cysK,mgl
MGYG-HGUT-01425	cysK,mgl,yhaM
MGYG-HGUT-01426	dcyD,cysM,malY,aspC,mccB,cysK,tnaA,metC,sseA
MGYG-HGUT-01427	cysK,yhaM
MGYG-HGUT-01428	malY,cysK,mgl,mccB
MGYG-HGUT-01429	malY,cysK
MGYG-HGUT-01430	malY,yhaM
MGYG-HGUT-01431	mccA,mccB
MGYG-HGUT-01432	cysK,mccB
MGYG-HGUT-01433	malY,cysK,yhaM
MGYG-HGUT-01434	cysK,yhaM
MGYG-HGUT-01435	cysK
MGYG-HGUT-01436	cysK,mccB
MGYG-HGUT-01437	cysK,mccA,mccB
MGYG-HGUT-01438	mgl,malY,mccB,cysK,mccA
MGYG-HGUT-01439	malY,cysK,yhaM
MGYG-HGUT-01440	malY,yhaM,mccB
MGYG-HGUT-01441	cysK
MGYG-HGUT-01442	malY,cysK
MGYG-HGUT-01443	mccB
MGYG-HGUT-01444	malY,cysK,yhaM,mccB
MGYG-HGUT-01445	dcyD,cysM,malY,iscS,aspC,mccB,cysK,metC,sseA
MGYG-HGUT-01446	cysK
MGYG-HGUT-01447	malY,cysK,yhaM
MGYG-HGUT-01448	malY,mccB
MGYG-HGUT-01449	cysK
MGYG-HGUT-01450	cysK,mccB
MGYG-HGUT-01451	malY,cysK,mccB
MGYG-HGUT-01452	malY,cysK,yhaM
MGYG-HGUT-01453	malY,cysK,mccA,mccB
MGYG-HGUT-01454	malY,cysK,yhaM
MGYG-HGUT-01455	cysK,yhaM
MGYG-HGUT-01456	malY,cysK
MGYG-HGUT-01457	cysM,cysK,aspC,iscS
MGYG-HGUT-01458	malY,mgl,yhaM
MGYG-HGUT-01459	malY,cysK,mgl,yhaM
MGYG-HGUT-01460	malY,cysK,mgl,yhaM
MGYG-HGUT-01461	malY,cysK,yhaM
MGYG-HGUT-01462	cysK,mccB
MGYG-HGUT-01463	cysK,mccB
MGYG-HGUT-01464	mgl,yhaM,malY,mccB,cysK
MGYG-HGUT-01465	dcyD,cysM,mgl,yhaM,iscS,aspC,mccB,cysK,yhaO,metC
MGYG-HGUT-01466	dcyD,cysM,mgl,yhaM,iscS,aspC,mccB,cysK,yhaO,metC
MGYG-HGUT-01467	yhaM,malY,mccB,cysK,mccA
MGYG-HGUT-01468	mccB
MGYG-HGUT-01469	malY,cysK,mccA,mccB
MGYG-HGUT-01470	mgl,malY,mccB,cysK,mccA
MGYG-HGUT-01471	malY,cysK
MGYG-HGUT-01472	malY,cysK,mgl,mccB
MGYG-HGUT-01473	cysK,yhaM
MGYG-HGUT-01474	malY,cysK,yhaM
MGYG-HGUT-01475	malY,cysK,mgl,mccB
MGYG-HGUT-01476	malY,cysK,mccB
MGYG-HGUT-01477	malY,cysK,mgl,yhaM
MGYG-HGUT-01478	cysK,yhaM
MGYG-HGUT-01479	malY,cysK,yhaM
MGYG-HGUT-01480	cysK
MGYG-HGUT-01481	mgl,yhaM,malY,mccB,cysK,mccA
MGYG-HGUT-01482	mgl,malY,mccB,cysK,mccA
MGYG-HGUT-01483	cysK,aspC
MGYG-HGUT-01484	cysK,aspC
MGYG-HGUT-01485	dcyD,cysM,aspC,iscS,mccB,cysK
MGYG-HGUT-01486	cysK
MGYG-HGUT-01487	malY,cysK,yhaM
MGYG-HGUT-01488	cysK,mccA,mccB
MGYG-HGUT-01489	malY,cysK,yhaM
MGYG-HGUT-01490	malY,mccB
MGYG-HGUT-01491	cysK
MGYG-HGUT-01492	malY,cysK
MGYG-HGUT-01493	malY,cysK,yhaM
MGYG-HGUT-01494	malY,cysK,aspC,iscS
MGYG-HGUT-01495	cysK,mgl
MGYG-HGUT-01496	cysK,yhaM
MGYG-HGUT-01497	malY,cysK,yhaM
MGYG-HGUT-01498	mgl,yhaM,malY,mccB,cysK
MGYG-HGUT-01499	cysK,yhaM
MGYG-HGUT-01500	cysK,yhaM
MGYG-HGUT-01501	mgl,malY,mccB,cysK,mccA
MGYG-HGUT-01502	malY,cysK
MGYG-HGUT-01503	malY,cysK,yhaM
MGYG-HGUT-01504	malY,cysK,mgl,yhaM
MGYG-HGUT-01505	mgl,yhaM
MGYG-HGUT-01506	yhaM
MGYG-HGUT-01507	malY,cysK,yhaM,mccB
MGYG-HGUT-01508	malY,cysK,mgl,mccB
MGYG-HGUT-01509	cysK
MGYG-HGUT-01510	malY,cysK,mccA,mccB
MGYG-HGUT-01511	cysK,mccB
MGYG-HGUT-01512	malY,cysK,yhaM
MGYG-HGUT-01513	malY,cysK,yhaM
MGYG-HGUT-01514	malY,cysK,mccB
MGYG-HGUT-01515	malY,yhaM
MGYG-HGUT-01516	cysK,yhaM
MGYG-HGUT-01517	absent
MGYG-HGUT-01518	malY,cysK,mccB
MGYG-HGUT-01519	cysK,yhaM
MGYG-HGUT-01520	cysM,cysK,aspC,iscS
MGYG-HGUT-01521	malY,yhaM
MGYG-HGUT-01522	cysK
MGYG-HGUT-01523	malY,cysK,mccA,mccB
MGYG-HGUT-01524	malY,cysK,yhaM
MGYG-HGUT-01525	malY,cysK,mccB
MGYG-HGUT-01526	malY,cysK,mccB
MGYG-HGUT-01527	malY,cysK,yhaM
MGYG-HGUT-01528	cysK,yhaM
MGYG-HGUT-01529	cysK,yhaM
MGYG-HGUT-01530	cysK
MGYG-HGUT-01531	cysK,yhaM
MGYG-HGUT-01532	cysK,yhaM
MGYG-HGUT-01533	cysK,mccB
MGYG-HGUT-01534	cysK,aspC,mccB
MGYG-HGUT-01535	malY,cysK,mccB
MGYG-HGUT-01536	dcyD,cysM,yhaM,malY,iscS,aspC,cysK,yhaO,metC,sseA
MGYG-HGUT-01537	cysK,mccB
MGYG-HGUT-01538	cysK,yhaM
MGYG-HGUT-01539	malY,cysK,yhaM
MGYG-HGUT-01540	cysK,mccB
MGYG-HGUT-01541	yhaM
MGYG-HGUT-01542	malY,cysK,mccB
MGYG-HGUT-01543	malY,cysK,yhaM,mccB
MGYG-HGUT-01544	cysK
MGYG-HGUT-01545	cysK,yhaM
MGYG-HGUT-01546	malY,yhaM
MGYG-HGUT-01547	malY,cysK
MGYG-HGUT-01548	malY,cysK,mccB
MGYG-HGUT-01549	malY,cysK,mccB
MGYG-HGUT-01550	malY,cysK
MGYG-HGUT-01551	malY,yhaM
MGYG-HGUT-01552	malY,yhaM
MGYG-HGUT-01553	cysK
MGYG-HGUT-01554	cysK,mccB
MGYG-HGUT-01555	mgl,yhaM,malY,mccB,cysK
MGYG-HGUT-01556	malY,cysK,yhaM,mccB
MGYG-HGUT-01557	malY,cysK
MGYG-HGUT-01558	malY,cysK
MGYG-HGUT-01559	yhaO,cysK,mgl,yhaM
MGYG-HGUT-01560	cysK
MGYG-HGUT-01561	cysK,mgl,yhaM
MGYG-HGUT-01562	malY,cysK,yhaM
MGYG-HGUT-01563	yhaM
MGYG-HGUT-01564	malY,cysK,yhaM
MGYG-HGUT-01565	cysK,yhaM
MGYG-HGUT-01566	malY,cysK,yhaM
MGYG-HGUT-01567	cysK,yhaM
MGYG-HGUT-01568	yhaM
MGYG-HGUT-01569	cysK
MGYG-HGUT-01570	malY
MGYG-HGUT-01571	malY,cysK,yhaM,mccB
MGYG-HGUT-01572	cysK
MGYG-HGUT-01573	absent
MGYG-HGUT-01574	aspC,iscS
MGYG-HGUT-01575	cysK,yhaM
MGYG-HGUT-01576	cysK
MGYG-HGUT-01577	cysK,yhaM
MGYG-HGUT-01578	cysK,yhaM
MGYG-HGUT-01579	cysK,yhaM
MGYG-HGUT-01580	yhaM
MGYG-HGUT-01581	cysK,yhaM
MGYG-HGUT-01582	absent
MGYG-HGUT-01583	absent
MGYG-HGUT-01584	absent
MGYG-HGUT-01585	yhaM
MGYG-HGUT-01586	cysK,yhaM
MGYG-HGUT-01587	cysK,yhaM
MGYG-HGUT-01588	cysK,yhaM
MGYG-HGUT-01589	malY,yhaM
MGYG-HGUT-01590	cysK,yhaM
MGYG-HGUT-01591	malY,cysK,yhaM
MGYG-HGUT-01592	malY,cysK,yhaM
MGYG-HGUT-01593	malY,cysK
MGYG-HGUT-01594	absent
MGYG-HGUT-01595	malY,mgl,yhaM
MGYG-HGUT-01596	cysK,yhaM
MGYG-HGUT-01597	cysK
MGYG-HGUT-01598	cysK,yhaM
MGYG-HGUT-01599	malY,cysK,yhaM
MGYG-HGUT-01600	absent
MGYG-HGUT-01601	malY,cysK,mgl,yhaM
MGYG-HGUT-01602	malY,cysK,yhaM
MGYG-HGUT-01603	cysK,yhaM
MGYG-HGUT-01604	malY,cysK
MGYG-HGUT-01605	malY,cysK,yhaM
MGYG-HGUT-01606	malY,cysK,yhaM
MGYG-HGUT-01607	cysK,yhaM
MGYG-HGUT-01608	malY,cysK,yhaM
MGYG-HGUT-01609	malY,cysK,yhaM
MGYG-HGUT-01610	malY,cysK
MGYG-HGUT-01611	malY,mgl,yhaM
MGYG-HGUT-01612	absent
MGYG-HGUT-01613	absent
MGYG-HGUT-01614	yhaM,metC,iscS
MGYG-HGUT-01615	malY,cysK,yhaM
MGYG-HGUT-01616	malY,cysK,yhaM
MGYG-HGUT-01617	malY,cysK,yhaM
MGYG-HGUT-01618	cysK,yhaM
MGYG-HGUT-01619	malY,cysK,yhaM
MGYG-HGUT-01620	absent
MGYG-HGUT-01621	cysK
MGYG-HGUT-01622	malY,cysK,yhaM
MGYG-HGUT-01623	malY,cysK,mgl,yhaM
MGYG-HGUT-01624	cysM,mgl,yhaM,iscS,aspC,cysK,yhaO,metC
MGYG-HGUT-01625	iscS
MGYG-HGUT-01626	cysK,yhaM
MGYG-HGUT-01627	cysK,yhaM
MGYG-HGUT-01628	cysK,yhaM
MGYG-HGUT-01629	cysK,yhaM
MGYG-HGUT-01630	cysK,yhaM
MGYG-HGUT-01631	yhaM
MGYG-HGUT-01632	cysK,yhaM
MGYG-HGUT-01633	malY,yhaM
MGYG-HGUT-01634	cysK,yhaM
MGYG-HGUT-01635	malY,cysK,yhaM
MGYG-HGUT-01636	absent
MGYG-HGUT-01637	malY,cysK
MGYG-HGUT-01638	absent
MGYG-HGUT-01639	mccB
MGYG-HGUT-01640	malY,cysK
MGYG-HGUT-01641	yhaM
MGYG-HGUT-01642	cysK,yhaM
MGYG-HGUT-01643	malY,cysK,yhaM
MGYG-HGUT-01644	malY
MGYG-HGUT-01645	cysK
MGYG-HGUT-01646	absent
MGYG-HGUT-01647	absent
MGYG-HGUT-01648	absent
MGYG-HGUT-01649	cysK,yhaM
MGYG-HGUT-01650	cysK,mgl
MGYG-HGUT-01651	cysK,yhaM
MGYG-HGUT-01652	malY,cysK,mccB
MGYG-HGUT-01653	cysK
MGYG-HGUT-01654	cysK
MGYG-HGUT-01655	malY,yhaM
MGYG-HGUT-01656	yhaM
MGYG-HGUT-01657	malY,yhaM
MGYG-HGUT-01658	malY,cysK,yhaM
MGYG-HGUT-01659	malY,cysK,yhaM
MGYG-HGUT-01660	absent
MGYG-HGUT-01661	malY,cysK,yhaM
MGYG-HGUT-01662	absent
MGYG-HGUT-01663	malY,yhaM
MGYG-HGUT-01664	malY,yhaM
MGYG-HGUT-01665	cysK
MGYG-HGUT-01666	malY,yhaM
MGYG-HGUT-01667	malY
MGYG-HGUT-01668	cysK
MGYG-HGUT-01669	cysK
MGYG-HGUT-01670	malY,cysK,yhaM
MGYG-HGUT-01671	cysK
MGYG-HGUT-01672	absent
MGYG-HGUT-01673	cysK
MGYG-HGUT-01674	cysK
MGYG-HGUT-01675	malY,yhaM
MGYG-HGUT-01676	absent
MGYG-HGUT-01677	malY
MGYG-HGUT-01678	cysK
MGYG-HGUT-01679	cysK
MGYG-HGUT-01680	cysK
MGYG-HGUT-01681	cysK
MGYG-HGUT-01682	malY
MGYG-HGUT-01683	malY,cysK
MGYG-HGUT-01684	malY,cysK,yhaM
MGYG-HGUT-01685	cysK
MGYG-HGUT-01686	absent
MGYG-HGUT-01687	malY,cysK,yhaM
MGYG-HGUT-01688	malY,cysK,yhaM
MGYG-HGUT-01689	malY,cysK,yhaM
MGYG-HGUT-01690	malY,cysK,yhaM
MGYG-HGUT-01691	yhaM,malY,iscS,aspC,cysK,yhaO
MGYG-HGUT-01692	cysM,yhaM,malY,iscS,aspC,cysK,yhaO
MGYG-HGUT-01693	mccB
MGYG-HGUT-01694	malY,cysK,mccA,mccB
MGYG-HGUT-01695	yhaO,cysK,mgl,yhaM
MGYG-HGUT-01696	malY,cysK,mccA,mccB
MGYG-HGUT-01697	malY,cysK,mccB
MGYG-HGUT-01698	malY,cysK,yhaM
MGYG-HGUT-01699	malY,cysK,mgl,yhaM
MGYG-HGUT-01700	dcyD,cysM,yhaM,malY,iscS,aspC,cysK,tnaA,yhaO,metC,sseA
MGYG-HGUT-01701	cysK
MGYG-HGUT-01702	mgl,malY,mccB,cysK,mccA
MGYG-HGUT-01703	malY,aspC,iscS,cysK,metC
MGYG-HGUT-01704	malY,cysK,yhaM
MGYG-HGUT-01705	dcyD,cysM,mgl,yhaM,malY,iscS,aspC,cysK,yhaO,metC,sseA
MGYG-HGUT-01706	malY,cysK,mccB
MGYG-HGUT-01707	malY,cysK,mccB
MGYG-HGUT-01708	dcyD,cysM,mgl,yhaM,iscS,aspC,mccB,cysK,yhaO,metC
MGYG-HGUT-01709	cysK
MGYG-HGUT-01710	cysK,yhaM
MGYG-HGUT-01711	cysK,yhaM
MGYG-HGUT-01712	mgl,malY,mccB,cysK,mccA
MGYG-HGUT-01713	malY,metC,aspC,iscS
MGYG-HGUT-01714	cysK,yhaM
MGYG-HGUT-01715	cysK
MGYG-HGUT-01716	malY,yhaM
MGYG-HGUT-01717	cysK,yhaM
MGYG-HGUT-01718	cysK,yhaM
MGYG-HGUT-01719	cysK
MGYG-HGUT-01720	malY,cysK,yhaM
MGYG-HGUT-01721	absent
MGYG-HGUT-01722	mccB
MGYG-HGUT-01723	malY,cysK
MGYG-HGUT-01724	absent
MGYG-HGUT-01725	malY,cysK
MGYG-HGUT-01726	cysK
MGYG-HGUT-01727	cysK
MGYG-HGUT-01728	malY,cysK
MGYG-HGUT-01729	malY,cysK,yhaM
MGYG-HGUT-01730	malY,cysK,yhaM
MGYG-HGUT-01731	cysK,yhaM
MGYG-HGUT-01732	cysK
MGYG-HGUT-01733	cysK,yhaM
MGYG-HGUT-01734	yhaM
MGYG-HGUT-01735	malY
MGYG-HGUT-01736	cysK,yhaM
MGYG-HGUT-01737	cysK
MGYG-HGUT-01738	malY,cysK
MGYG-HGUT-01739	absent
MGYG-HGUT-01740	malY,cysK
MGYG-HGUT-01741	cysK,yhaM
MGYG-HGUT-01742	malY,cysK,mgl,yhaM
MGYG-HGUT-01743	absent
MGYG-HGUT-01744	cysK,yhaM
MGYG-HGUT-01745	malY,cysK
MGYG-HGUT-01746	absent
MGYG-HGUT-01747	malY,cysK
MGYG-HGUT-01748	malY,cysK,yhaM
MGYG-HGUT-01749	malY,cysK
MGYG-HGUT-01750	malY,yhaM
MGYG-HGUT-01751	absent
MGYG-HGUT-01752	absent
MGYG-HGUT-01753	cysK,yhaM
MGYG-HGUT-01754	yhaM
MGYG-HGUT-01755	absent
MGYG-HGUT-01756	cysK
MGYG-HGUT-01757	malY,cysK
MGYG-HGUT-01758	yhaM
MGYG-HGUT-01759	cysK
MGYG-HGUT-01760	malY,cysK,yhaM
MGYG-HGUT-01761	cysK,yhaM
MGYG-HGUT-01762	yhaO,cysK,mgl,yhaM
MGYG-HGUT-01763	malY,yhaM
MGYG-HGUT-01764	cysK,mccA
MGYG-HGUT-01765	cysK
MGYG-HGUT-01766	cysK
MGYG-HGUT-01767	malY,yhaM
MGYG-HGUT-01768	malY,cysK
MGYG-HGUT-01769	cysK
MGYG-HGUT-01770	malY,cysK,yhaM
MGYG-HGUT-01771	cysK,yhaM
MGYG-HGUT-01772	malY,yhaM
MGYG-HGUT-01773	absent
MGYG-HGUT-01774	malY,yhaM
MGYG-HGUT-01775	malY
MGYG-HGUT-01776	absent
MGYG-HGUT-01777	cysK
MGYG-HGUT-01778	yhaM
MGYG-HGUT-01779	cysK
MGYG-HGUT-01780	malY,cysK,yhaM
MGYG-HGUT-01781	malY,cysK,yhaM
MGYG-HGUT-01782	cysK
MGYG-HGUT-01783	malY,cysK,yhaM
MGYG-HGUT-01784	metC,yhaM
MGYG-HGUT-01785	cysK
MGYG-HGUT-01786	absent
MGYG-HGUT-01787	malY,cysK,yhaM
MGYG-HGUT-01788	cysK,yhaM
MGYG-HGUT-01789	malY,cysK,yhaM
MGYG-HGUT-01790	malY,cysK,mccB
MGYG-HGUT-01791	malY,cysK
MGYG-HGUT-01792	cysK
MGYG-HGUT-01793	cysK
MGYG-HGUT-01794	absent
MGYG-HGUT-01795	malY,cysK
MGYG-HGUT-01796	absent
MGYG-HGUT-01797	cysK
MGYG-HGUT-01798	cysK
MGYG-HGUT-01799	cysK
MGYG-HGUT-01800	cysK
MGYG-HGUT-01801	absent
MGYG-HGUT-01802	yhaO,cysK,yhaM
MGYG-HGUT-01803	malY
MGYG-HGUT-01804	malY,yhaM
MGYG-HGUT-01805	malY,cysK
MGYG-HGUT-01806	malY,cysK,yhaM
MGYG-HGUT-01807	yhaM
MGYG-HGUT-01808	absent
MGYG-HGUT-01809	malY,cysK,yhaM
MGYG-HGUT-01810	cysK
MGYG-HGUT-01811	absent
MGYG-HGUT-01812	cysK
MGYG-HGUT-01813	absent
MGYG-HGUT-01814	malY,cysK,yhaM,mccB
MGYG-HGUT-01815	malY,cysK,mccB
MGYG-HGUT-01816	malY,cysK,mccB
MGYG-HGUT-01817	cysK
MGYG-HGUT-01818	absent
MGYG-HGUT-01819	malY,cysK,yhaM
MGYG-HGUT-01820	cysK,yhaM
MGYG-HGUT-01821	cysK,yhaM
MGYG-HGUT-01822	cysK
MGYG-HGUT-01823	malY,cysK,yhaM
MGYG-HGUT-01824	cysK,mgl,yhaM
MGYG-HGUT-01825	absent
MGYG-HGUT-01826	cysK,yhaM
MGYG-HGUT-01827	cysK,yhaM
MGYG-HGUT-01828	cysK
MGYG-HGUT-01829	yhaM
MGYG-HGUT-01830	malY,yhaM
MGYG-HGUT-01831	malY,cysK
MGYG-HGUT-01832	absent
MGYG-HGUT-01833	cysK
MGYG-HGUT-01834	absent
MGYG-HGUT-01835	malY,cysK,yhaM
MGYG-HGUT-01836	absent
MGYG-HGUT-01837	cysK
MGYG-HGUT-01838	cysK
MGYG-HGUT-01839	malY,cysK
MGYG-HGUT-01840	absent
MGYG-HGUT-01841	cysK,yhaM
MGYG-HGUT-01842	cysK,yhaM
MGYG-HGUT-01843	cysK
MGYG-HGUT-01844	cysK
MGYG-HGUT-01845	absent
MGYG-HGUT-01846	malY
MGYG-HGUT-01847	cysK
MGYG-HGUT-01848	malY,cysK,mccB
MGYG-HGUT-01849	absent
MGYG-HGUT-01850	cysK
MGYG-HGUT-01851	absent
MGYG-HGUT-01852	cysK
MGYG-HGUT-01853	absent
MGYG-HGUT-01854	cysK
MGYG-HGUT-01855	malY,cysK,mccB
MGYG-HGUT-01856	cysK
MGYG-HGUT-01857	malY,aspC
MGYG-HGUT-01858	cysK
MGYG-HGUT-01859	malY,cysK,mccB
MGYG-HGUT-01860	malY,cysK
MGYG-HGUT-01861	absent
MGYG-HGUT-01862	cysK,yhaM
MGYG-HGUT-01863	absent
MGYG-HGUT-01864	cysK
MGYG-HGUT-01865	cysK
MGYG-HGUT-01866	malY,yhaM
MGYG-HGUT-01867	malY,cysK
MGYG-HGUT-01868	malY
MGYG-HGUT-01869	cysK
MGYG-HGUT-01870	yhaM
MGYG-HGUT-01871	malY,cysK
MGYG-HGUT-01872	yhaM
MGYG-HGUT-01873	cysK
MGYG-HGUT-01874	cysK
MGYG-HGUT-01875	cysK
MGYG-HGUT-01876	malY,cysK,yhaM
MGYG-HGUT-01877	malY,yhaM
MGYG-HGUT-01878	malY,cysK,yhaM
MGYG-HGUT-01879	cysK
MGYG-HGUT-01880	absent
MGYG-HGUT-01881	malY,cysK
MGYG-HGUT-01882	malY,cysK,yhaM
MGYG-HGUT-01883	absent
MGYG-HGUT-01884	absent
MGYG-HGUT-01885	malY
MGYG-HGUT-01886	malY,yhaM
MGYG-HGUT-01887	cysK
MGYG-HGUT-01888	absent
MGYG-HGUT-01889	cysK
MGYG-HGUT-01890	cysK,aspC
MGYG-HGUT-01891	malY,yhaM
MGYG-HGUT-01892	aspC,iscS
MGYG-HGUT-01893	cysK,yhaM
MGYG-HGUT-01894	cysK
MGYG-HGUT-01895	cysK
MGYG-HGUT-01896	malY
MGYG-HGUT-01897	absent
MGYG-HGUT-01898	malY,yhaM
MGYG-HGUT-01899	cysK
MGYG-HGUT-01900	yhaM,metC,aspC,iscS
MGYG-HGUT-01901	yhaM
MGYG-HGUT-01902	malY,cysK
MGYG-HGUT-01903	absent
MGYG-HGUT-01904	absent
MGYG-HGUT-01905	cysK
MGYG-HGUT-01906	cysK
MGYG-HGUT-01907	absent
MGYG-HGUT-01908	cysK
MGYG-HGUT-01909	cysK
MGYG-HGUT-01910	malY,cysK,yhaM
MGYG-HGUT-01911	cysK
MGYG-HGUT-01912	malY,cysK
MGYG-HGUT-01913	cysK
MGYG-HGUT-01914	absent
MGYG-HGUT-01915	absent
MGYG-HGUT-01916	absent
MGYG-HGUT-01917	absent
MGYG-HGUT-01918	cysK,yhaM
MGYG-HGUT-01919	cysK,yhaM
MGYG-HGUT-01920	malY,cysK,yhaM
MGYG-HGUT-01921	malY,cysK
MGYG-HGUT-01922	absent
MGYG-HGUT-01923	yhaM,metC,aspC,iscS
MGYG-HGUT-01924	cysK
MGYG-HGUT-01925	malY,cysK,yhaM
MGYG-HGUT-01926	mccB
MGYG-HGUT-01927	malY,cysK,yhaM
MGYG-HGUT-01928	absent
MGYG-HGUT-01929	malY
MGYG-HGUT-01930	cysK
MGYG-HGUT-01931	malY,cysK
MGYG-HGUT-01932	cysK
MGYG-HGUT-01933	malY,cysK,yhaM
MGYG-HGUT-01934	cysK
MGYG-HGUT-01935	cysK
MGYG-HGUT-01936	cysK
MGYG-HGUT-01937	malY,cysK
MGYG-HGUT-01938	malY,yhaM
MGYG-HGUT-01939	cysK
MGYG-HGUT-01940	cysK
MGYG-HGUT-01941	absent
MGYG-HGUT-01942	absent
MGYG-HGUT-01943	cysK
MGYG-HGUT-01944	malY,cysK,mccB
MGYG-HGUT-01945	absent
MGYG-HGUT-01946	absent
MGYG-HGUT-01947	cysK,yhaM
MGYG-HGUT-01948	malY,cysK
MGYG-HGUT-01949	malY,cysK
MGYG-HGUT-01950	cysK
MGYG-HGUT-01951	malY
MGYG-HGUT-01952	malY,yhaM
MGYG-HGUT-01953	cysK
MGYG-HGUT-01954	malY,cysK,yhaM
MGYG-HGUT-01955	malY,cysK
MGYG-HGUT-01956	cysK
MGYG-HGUT-01957	cysK,yhaM
MGYG-HGUT-01958	malY
MGYG-HGUT-01959	absent
MGYG-HGUT-01960	cysK
MGYG-HGUT-01961	malY,cysK
MGYG-HGUT-01962	absent
MGYG-HGUT-01963	malY,cysK,yhaM
MGYG-HGUT-01964	malY,cysK,mccB
MGYG-HGUT-01965	malY,cysK
MGYG-HGUT-01966	absent
MGYG-HGUT-01967	absent
MGYG-HGUT-01968	absent
MGYG-HGUT-01969	yhaM
MGYG-HGUT-01970	malY,cysK
